Date,Adj Close,Close,High,Low,Open,Volume
2015-10-12 00:00:00+00:00,1558.351685,2293.75,2306.25,2250,2250,66492800
2015-10-13 00:00:00+00:00,1520.135864,2237.5,2293.75,2237.5,2281.25,123736400
2015-10-15 00:00:00+00:00,1511.643433,2225,2275,2212.5,2237.5,80592800
2015-10-16 00:00:00+00:00,1515.889404,2231.25,2268.75,2225,2225,65777200
2015-10-19 00:00:00+00:00,1554.105103,2287.5,2287.5,2237.5,2237.5,54853200
2015-10-20 00:00:00+00:00,1571.089966,2312.5,2312.5,2256.25,2287.5,65063600
2015-10-21 00:00:00+00:00,1566.843872,2306.25,2350,2281.25,2281.25,65543200
2015-10-22 00:00:00+00:00,1558.351685,2293.75,2331.25,2293.75,2318.75,66396000
2015-10-23 00:00:00+00:00,1596.567139,2350,2362.5,2300,2337.5,142408000
2015-10-26 00:00:00+00:00,1626.290527,2393.75,2406.25,2368.75,2375,145286400
2015-10-27 00:00:00+00:00,1639.029053,2412.5,2412.5,2356.25,2375,80484400
2015-10-28 00:00:00+00:00,1605.059692,2362.5,2406.25,2362.5,2381.25,72526000
2015-10-29 00:00:00+00:00,1528.628052,2250,2356.25,2237.5,2350,113545600
2015-10-30 00:00:00+00:00,1477.673828,2175,2231.25,2175,2206.25,183069200
2015-11-02 00:00:00+00:00,1452.196655,2137.5,2175,2100,2168.75,84406800
2015-11-03 00:00:00+00:00,1503.151001,2212.5,2268.75,2175,2175,133874000
2015-11-04 00:00:00+00:00,1545.612915,2275,2287.5,2218.75,2218.75,104358000
2015-11-05 00:00:00+00:00,1524.38208,2243.75,2287.5,2225,2281.25,76689200
2015-11-06 00:00:00+00:00,1524.38208,2243.75,2268.75,2225,2225,39835600
2015-11-09 00:00:00+00:00,1477.673828,2175,2225,2175,2200,66005200
2015-11-10 00:00:00+00:00,1426.719604,2100,2175,2100,2131.25,122132000
2015-11-11 00:00:00+00:00,1388.503906,2043.75,2087.5,2037.5,2081.25,122912000
2015-11-12 00:00:00+00:00,1422.473511,2093.75,2112.5,2043.75,2043.75,101481200
2015-11-13 00:00:00+00:00,1473.427612,2168.75,2168.75,2068.75,2075,86066400
2015-11-16 00:00:00+00:00,1443.704346,2125,2131.25,2087.5,2112.5,54983200
2015-11-17 00:00:00+00:00,1464.935181,2156.25,2168.75,2131.25,2131.25,75114400
2015-11-18 00:00:00+00:00,1464.935181,2156.25,2175,2137.5,2175,49671200
2015-11-19 00:00:00+00:00,1490.412354,2193.75,2193.75,2168.75,2175,61782000
2015-11-20 00:00:00+00:00,1473.427612,2168.75,2187.5,2143.75,2162.5,54798400
2015-11-23 00:00:00+00:00,1481.920044,2181.25,2212.5,2181.25,2181.25,45954000
2015-11-24 00:00:00+00:00,1477.673828,2175,2187.5,2150,2150,26436400
2015-11-25 00:00:00+00:00,1515.889404,2231.25,2237.5,2175,2181.25,65648400
2015-11-26 00:00:00+00:00,1575.336304,2318.75,2318.75,2225,2243.75,114857200
2015-11-27 00:00:00+00:00,1524.38208,2243.75,2318.75,2243.75,2306.25,50550800
2015-11-30 00:00:00+00:00,1443.704346,2125,2250,2125,2225,291126000
2015-12-01 00:00:00+00:00,1511.643433,2225,2243.75,2187.5,2187.5,81230800
2015-12-02 00:00:00+00:00,1511.643433,2225,2243.75,2212.5,2231.25,45067200
2015-12-03 00:00:00+00:00,1494.658691,2200,2231.25,2200,2212.5,46170000
2015-12-04 00:00:00+00:00,1486.16626,2187.5,2206.25,2175,2200,66563200
2015-12-07 00:00:00+00:00,1545.612915,2275,2287.5,2206.25,2212.5,65284000
2015-12-08 00:00:00+00:00,1528.628052,2250,2268.75,2225,2250,75222000
2015-12-09 00:00:00+00:00,1528.628052,2250,2250,2250,2250,0
2015-12-10 00:00:00+00:00,1507.397217,2218.75,2218.75,2187.5,2200,79034800
2015-12-11 00:00:00+00:00,1486.16626,2187.5,2237.5,2187.5,2231.25,45985200
2015-12-14 00:00:00+00:00,1464.935181,2156.25,2156.25,2112.5,2125,78568800
2015-12-15 00:00:00+00:00,1486.16626,2187.5,2187.5,2143.75,2168.75,55228000
2015-12-16 00:00:00+00:00,1520.135864,2237.5,2237.5,2187.5,2212.5,87191200
2015-12-17 00:00:00+00:00,1545.612915,2275,2287.5,2243.75,2287.5,90298000
2015-12-18 00:00:00+00:00,1481.920044,2181.25,2243.75,2181.25,2243.75,93092000
2015-12-21 00:00:00+00:00,1507.397217,2218.75,2218.75,2181.25,2181.25,16910000
2015-12-22 00:00:00+00:00,1507.397217,2218.75,2231.25,2200,2231.25,44916000
2015-12-23 00:00:00+00:00,1507.397217,2218.75,2225,2187.5,2212.5,51713200
2015-12-28 00:00:00+00:00,1528.628052,2250,2268.75,2175,2175,66709200
2015-12-29 00:00:00+00:00,1549.859131,2281.25,2281.25,2268.75,2268.75,43552000
2015-12-30 00:00:00+00:00,1571.089966,2312.5,2312.5,2275,2281.25,104390800
2016-01-04 00:00:00+00:00,1571.089966,2312.5,2337.5,2268.75,2300,60667600
2016-01-05 00:00:00+00:00,1592.321045,2343.75,2387.5,2312.5,2312.5,106152400
2016-01-06 00:00:00+00:00,1588.074707,2337.5,2381.25,2337.5,2362.5,106147600
2016-01-07 00:00:00+00:00,1545.612915,2275,2312.5,2275,2287.5,92196400
2016-01-08 00:00:00+00:00,1575.336304,2318.75,2318.75,2275,2275,97109200
2016-01-11 00:00:00+00:00,1545.612915,2275,2287.5,2250,2275,62974000
2016-01-12 00:00:00+00:00,1562.597778,2300,2318.75,2275,2300,77847200
2016-01-13 00:00:00+00:00,1588.074707,2337.5,2362.5,2300,2318.75,132198400
2016-01-14 00:00:00+00:00,1588.074707,2337.5,2368.75,2275,2275,120844000
2016-01-15 00:00:00+00:00,1575.336304,2318.75,2356.25,2318.75,2337.5,41635600
2016-01-18 00:00:00+00:00,1575.336304,2318.75,2331.25,2312.5,2312.5,61618000
2016-01-19 00:00:00+00:00,1592.321045,2343.75,2350,2306.25,2306.25,33891200
2016-01-20 00:00:00+00:00,1583.828613,2331.25,2350,2325,2331.25,111518800
2016-01-21 00:00:00+00:00,1579.582275,2325,2343.75,2312.5,2331.25,111117200
2016-01-22 00:00:00+00:00,1592.321045,2343.75,2350,2318.75,2325,102318000
2016-01-25 00:00:00+00:00,1617.797974,2381.25,2387.5,2343.75,2350,52867200
2016-01-26 00:00:00+00:00,1617.797974,2381.25,2387.5,2356.25,2362.5,68705200
2016-01-27 00:00:00+00:00,1622.044678,2387.5,2400,2362.5,2387.5,97861600
2016-01-28 00:00:00+00:00,1613.552002,2375,2387.5,2356.25,2387.5,84751600
2016-01-29 00:00:00+00:00,1630.536621,2400,2400,2356.25,2375,118885600
2016-02-01 00:00:00+00:00,1634.782837,2406.25,2412.5,2343.75,2400,73618400
2016-02-02 00:00:00+00:00,1613.552002,2375,2400,2350,2393.75,50634000
2016-02-03 00:00:00+00:00,1592.321045,2343.75,2356.25,2337.5,2350,62028400
2016-02-04 00:00:00+00:00,1630.536621,2400,2443.75,2350,2368.75,176216000
2016-02-05 00:00:00+00:00,1757.922241,2587.5,2600,2400,2400,244064000
2016-02-09 00:00:00+00:00,1706.96814,2512.5,2568.75,2512.5,2550,56263200
2016-02-10 00:00:00+00:00,1668.752319,2456.25,2525,2450,2500,56126000
2016-02-11 00:00:00+00:00,1698.47583,2500,2506.25,2456.25,2456.25,144164400
2016-02-12 00:00:00+00:00,1651.767822,2431.25,2487.5,2412.5,2475,136429600
2016-02-15 00:00:00+00:00,1664.506104,2450,2456.25,2431.25,2450,110414800
2016-02-16 00:00:00+00:00,1656.013672,2437.5,2462.5,2431.25,2456.25,90171200
2016-02-17 00:00:00+00:00,1647.521484,2425,2450,2418.75,2431.25,103568000
2016-02-18 00:00:00+00:00,1651.767822,2431.25,2468.75,2425,2443.75,205636800
2016-02-19 00:00:00+00:00,1579.582275,2325,2368.75,2300,2368.75,381658000
2016-02-22 00:00:00+00:00,1596.567139,2350,2368.75,2306.25,2306.25,122025200
2016-02-23 00:00:00+00:00,1571.089966,2312.5,2343.75,2293.75,2312.5,78939200
2016-02-24 00:00:00+00:00,1596.567139,2350,2375,2318.75,2337.5,76399200
2016-02-25 00:00:00+00:00,1583.828613,2331.25,2362.5,2312.5,2350,59981600
2016-02-26 00:00:00+00:00,1609.305786,2368.75,2381.25,2343.75,2343.75,59542000
2016-02-29 00:00:00+00:00,1622.044678,2387.5,2387.5,2343.75,2368.75,109371200
2016-03-01 00:00:00+00:00,1605.059692,2362.5,2387.5,2343.75,2368.75,75571600
2016-03-02 00:00:00+00:00,1634.782837,2406.25,2431.25,2375,2387.5,125545600
2016-03-03 00:00:00+00:00,1647.521484,2425,2443.75,2400,2425,80812000
2016-03-04 00:00:00+00:00,1660.260132,2443.75,2443.75,2406.25,2425,69759600
2016-03-07 00:00:00+00:00,1694.229492,2493.75,2500,2450,2462.5,176466000
2016-03-08 00:00:00+00:00,1698.47583,2500,2506.25,2475,2500,145376000
2016-03-10 00:00:00+00:00,1715.460449,2525,2525,2450,2450,124006000
2016-03-11 00:00:00+00:00,1715.460449,2525,2525,2525,2525,0
2016-03-14 00:00:00+00:00,1715.460449,2525,2525,2525,2525,0
2016-03-15 00:00:00+00:00,1728.198975,2543.75,2562.5,2537.5,2562.5,57556000
2016-03-16 00:00:00+00:00,1728.198975,2543.75,2550,2500,2550,46800000
